probe	gene_hg38	geneType	Composite Element REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate	gene_hg19	hg19_in_hg38	hg38_in_hg19	different_gene_annotation
cg00180012	LACE1	protein_coding	cg00180012	0.0202822061714163	LACE1	6	108615929	LACE1	TRUE	TRUE	FALSE
cg00180631	MTM1	protein_coding	cg00180631	0.181876877426254	MTM1	X	149736640	MTM1	TRUE	TRUE	FALSE
cg00182461	NIF3L1;PPIL3	protein_coding	cg00182461	0.0327675804318223	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00183782	MEF2A	protein_coding	cg00183782	0.837587014526279	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00183916	HS3ST3B1	protein_coding	cg00183916	0.181590416538348	HS3ST3B1	17	14204936	HS3ST3B1	TRUE	TRUE	FALSE
cg00184884	DRG1;EIF4ENIF1;SFI1	protein_coding	cg00184884	0.0107508426733485	SFI1	22	31892343	SFI1	TRUE	FALSE	TRUE
cg00184893	ALOXE3	protein_coding	cg00184893	0.0117252685959096	ALOXE3	17	8021705	ALOXE3	TRUE	TRUE	FALSE
cg00185103	ZNF45	protein_coding	cg00185103	NA	ZNF45	19	44430886	ZNF45	TRUE	TRUE	FALSE
cg00185839	PIDD1	protein_coding	cg00185839	0.0165423430220672	LRDD	11	804954	LRDD	FALSE	FALSE	TRUE
cg00186141	PODXL	protein_coding	cg00186141	0.0100646873276292	PODXL	7	131241768	PODXL	TRUE	TRUE	FALSE
cg00186701	TSPYL5	protein_coding	cg00186701	0.777357059398216	TSPYL5	8	98290510	TSPYL5	TRUE	TRUE	FALSE
cg00186954	AKIP1;ST5	protein_coding	cg00186954	0.841717282773707	ST5;C11orf17	11	8933980	C11orf17;ST5	FALSE	FALSE	TRUE
cg00187380	HOXC4;HOXC5;MIR615;RP11-834C11.12;RP11-834C11.14	protein_coding;miRNA;processed_transcript	cg00187380	0.0250457697053223	HOXC4;HOXC5	12	54427384	HOXC4;HOXC5	TRUE	FALSE	TRUE
cg00187686	TCN1	protein_coding	cg00187686	0.140581118731546	TCN1	11	59634218	TCN1	TRUE	TRUE	FALSE
cg00188348	NA	.	cg00188348	0.657916897702158	NA	NA	0	NA	TRUE	TRUE	FALSE
cg00191052	CHST7	protein_coding	cg00191052	0.113578446377857	CHST7	X	46432770	CHST7	TRUE	TRUE	FALSE
cg00194146	GFOD1	protein_coding	cg00194146	NA	GFOD1	6	13488404	GFOD1	TRUE	TRUE	FALSE
cg00195561	CHRM4	protein_coding	cg00195561	NA	CHRM4	11	46408584	CHRM4	TRUE	TRUE	FALSE
cg00197381	CDC25C;FAM53C	protein_coding	cg00197381	0.011995128779897	FAM53C	5	137673669	FAM53C	TRUE	FALSE	TRUE
cg00197641	MRPL52;SLC7A7	protein_coding	cg00197641	0.0170528124291609	MRPL52	14	23299461	MRPL52	TRUE	FALSE	TRUE
cg00199549	MCM5	protein_coding	cg00199549	0.95582319773272	MCM5	22	35795374	MCM5	TRUE	TRUE	FALSE
cg00200063	C17orf64;USP32	protein_coding	cg00200063	0.0120437496803947	USP32	17	58469941	USP32	TRUE	FALSE	TRUE
cg00201234	FBLN2	protein_coding	cg00201234	0.45421127545417	FBLN2	3	13590968	FBLN2	TRUE	TRUE	FALSE
cg00202702	C11orf70	protein_coding	cg00202702	0.0129277789111728	C11orf70	11	101918157	C11orf70	TRUE	TRUE	FALSE
cg00202711	HTR2C	protein_coding	cg00202711	0.781786538943143	HTR2C	X	113818410	HTR2C	TRUE	TRUE	FALSE
cg00204262	AC104534.3;ECH1	protein_coding	cg00204262	NA	ECH1	19	39323158	ECH1	TRUE	FALSE	TRUE
cg00206052	DPCD;POLL	protein_coding	cg00206052	0.0218289252278035	RP11-529I10.4;POLL	10	103348143	POLL;RP11-529I10.4	FALSE	FALSE	TRUE
cg00207534	IST1;ZNF821	protein_coding	cg00207534	0.0191902939991095	KIAA0174	16	71929512	KIAA0174	FALSE	FALSE	TRUE
cg00208830	LAMC2	protein_coding	cg00208830	0.381656566113238	LAMC2	1	183154778	LAMC2	TRUE	TRUE	FALSE
cg00208967	OLFM2	protein_coding	cg00208967	0.538206877698441	OLFM2	19	10047924	OLFM2	TRUE	TRUE	FALSE
cg00209066	BRD1	protein_coding	cg00209066	0.923449146619238	BRD1	22	50218923	BRD1	TRUE	TRUE	FALSE
cg00209951	DENND2C	protein_coding	cg00209951	0.0577434361167512	DENND2C	1	115212834	DENND2C	TRUE	TRUE	FALSE
cg00210842	APAF1;IKBIP	protein_coding	cg00210842	0.0305177428586186	APAF1;IKBIP	12	99039578	APAF1;IKBIP	TRUE	TRUE	FALSE
cg00211661	ARAP1	protein_coding	cg00211661	0.0183403018596235	ARAP1	11	72433619	ARAP1	TRUE	TRUE	FALSE
cg00212549	SEMA5B	protein_coding	cg00212549	0.0473969357184873	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00213044	KRT6A	protein_coding	cg00213044	0.70524600485882	KRT6A	12	52886438	KRT6A	TRUE	TRUE	FALSE
cg00213331	SIL1	protein_coding	cg00213331	0.939310728259979	SIL1	5	138463463	SIL1	TRUE	TRUE	FALSE
cg00213714	ASTN2;TRIM32	protein_coding	cg00213714	NA	ASTN2;TRIM32	9	119449370	ASTN2;TRIM32	TRUE	TRUE	FALSE
cg00214346	PRKAR1A;RP11-120M18.2	protein_coding;processed_transcript	cg00214346	0.013386406511013	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00214794	KRT17	protein_coding	cg00214794	0.588038801817991	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00214855	MCUR1	protein_coding	cg00214855	0.148641644317633	CCDC90A	6	13813947	CCDC90A	FALSE	FALSE	TRUE
cg00215066	MYO9B	protein_coding	cg00215066	0.971454433500137	MYO9B	19	17212316	MYO9B	TRUE	TRUE	FALSE
cg00216361	GAP43	protein_coding	cg00216361	0.0215927001350326	GAP43	3	115342527	GAP43	TRUE	TRUE	FALSE
cg00216758	LMNTD2;RASSF7	protein_coding	cg00216758	0.0168153326179524	RASSF7;C11orf35	11	560589	C11orf35;RASSF7	FALSE	FALSE	TRUE
cg00217795	DIO2;DIO2-AS1	protein_coding;antisense	cg00217795	0.606706065915829	DIO2	14	80677688	DIO2	TRUE	FALSE	TRUE
cg00221494	FARP1	protein_coding	cg00221494	0.083609474456764	FARP1	13	98794593	FARP1	TRUE	TRUE	FALSE
cg00223186	LHX4-AS1	protein_coding	cg00223186	0.0189266645124359	ACBD6	1	180472200	ACBD6	FALSE	FALSE	TRUE
cg00223950	RP1-43E13.2;UBR4	antisense;protein_coding	cg00223950	0.018504215781279	UBR4	1	19536222	UBR4	TRUE	FALSE	TRUE
cg00224234	GLOD4;RNMTL1	protein_coding	cg00224234	0.00901312712479895	GLOD4;RNMTL1	17	685693	GLOD4;RNMTL1	TRUE	TRUE	FALSE
cg00224508	CDC42SE1;MLLT11	protein_coding	cg00224508	0.0100680166279856	CDC42SE1;MLLT11	1	151031323	CDC42SE1;MLLT11	TRUE	TRUE	FALSE
cg00226904	SERPINB5	protein_coding	cg00226904	NA	SERPINB5	18	61157065	SERPINB5	TRUE	TRUE	FALSE
cg00226923	FGD2	protein_coding	cg00226923	0.799296774479245	FGD2	6	36972027	FGD2	TRUE	TRUE	FALSE
cg00228799	ENDOG	protein_coding	cg00228799	0.0145399735262412	ENDOG	9	131580591	ENDOG	TRUE	TRUE	FALSE
cg00229387	TJAP1	protein_coding	cg00229387	0.185177820354408	TJAP1	6	43445942	TJAP1	TRUE	TRUE	FALSE
cg00230271	AIMP1;TBCK	protein_coding	cg00230271	0.0308752606514764	TBCK;AIMP1	4	107237183	AIMP1;TBCK	TRUE	TRUE	FALSE
cg00230368	IGF2R	protein_coding	cg00230368	0.016143349758852	IGF2R	6	160389833	IGF2R	TRUE	TRUE	FALSE
cg00230502	CCDC60	protein_coding	cg00230502	0.0337763969220103	CCDC60	12	119772381	CCDC60	TRUE	TRUE	FALSE
cg00230685	SCML1	protein_coding	cg00230685	0.139092547962599	SCML1	X	17755839	SCML1	TRUE	TRUE	FALSE
cg00231140	ACAA2;RP11-886H22.1;SCARNA17;SCARNA18;SNHG22	protein_coding;scaRNA;antisense	cg00231140	0.0126396023321276	ACAA2;SCARNA17	18	47339702	ACAA2;SCARNA17	TRUE	FALSE	TRUE
cg00231644	TUBB2A	protein_coding	cg00231644	0.255586818868353	TUBB2A	6	3158512	TUBB2A	TRUE	TRUE	FALSE
cg00231920	PCED1A;VPS16	protein_coding	cg00231920	0.0144460403049642	VPS16;FAM113A	20	2821308	FAM113A;VPS16	FALSE	FALSE	TRUE
cg00233307	EIF3K;MAP4K1	protein_coding	cg00233307	0.606751791189552	MAP4K1;EIF3K	19	39109076	EIF3K;MAP4K1	TRUE	TRUE	FALSE
cg00234616	TLX2	protein_coding	cg00234616	0.443846770576772	TLX2	2	74740572	TLX2	TRUE	TRUE	FALSE
cg00234961	RP11-494O16.4;ZBED4	lincRNA;protein_coding	cg00234961	NA	ZBED4	22	50246573	ZBED4	TRUE	FALSE	TRUE
cg00236832	RARA	protein_coding	cg00236832	0.0434174995608635	RARA	17	38465489	RARA	TRUE	TRUE	FALSE
cg00237010	NINJ2;RP11-218M22.1	protein_coding;antisense	cg00237010	0.681311885253428	NINJ2	12	772861	NINJ2	TRUE	FALSE	TRUE
cg00238052	TCEAL2	protein_coding	cg00238052	NA	TCEAL2	X	101380291	TCEAL2	TRUE	TRUE	FALSE
cg00239071	AL157871.1;SLC25A47	miRNA;protein_coding	cg00239071	0.949964640016276	C14orf68	14	100789737	C14orf68	FALSE	FALSE	TRUE
cg00239419	RPS6KB1;TUBD1	protein_coding	cg00239419	NA	TUBD1;RPS6KB1	17	57969186	RPS6KB1;TUBD1	TRUE	TRUE	FALSE
cg00239685	GORASP1;TTC21A	protein_coding	cg00239685	0.124007567386018	TTC21A;GORASP1	3	39148342	GORASP1;TTC21A	TRUE	TRUE	FALSE
cg00240312	CDH1	protein_coding	cg00240312	0.0462325728737778	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00240432	TWIST1	protein_coding	cg00240432	0.456694295900816	TWIST1	7	19157296	TWIST1	TRUE	TRUE	FALSE
cg00240880	KCNK15-AS1;WISP2	antisense;protein_coding	cg00240880	NA	WISP2	20	43343233	WISP2	TRUE	FALSE	TRUE
cg00241355	GAPDH;RP5-940J5.3	protein_coding;antisense	cg00241355	0.012414861345469	GAPDH	12	6643629	GAPDH	TRUE	FALSE	TRUE
cg00242839	RBM17	protein_coding	cg00242839	NA	RBM17	10	6130578	RBM17	TRUE	TRUE	FALSE
cg00243313	CTD-2194D22.3;IRX4	antisense;protein_coding	cg00243313	0.651588399639476	IRX4	5	1883413	IRX4	TRUE	FALSE	TRUE
cg00245878	ZNF117	protein_coding	cg00245878	NA	ZNF117	7	64450875	ZNF117	TRUE	TRUE	FALSE
cg00247489	CR2	protein_coding	cg00247489	0.143057591000766	CR2	1	207628182	CR2	TRUE	TRUE	FALSE
cg00250430	DMRT2	protein_coding	cg00250430	0.694063883744261	DMRT2	9	1051579	DMRT2	TRUE	TRUE	FALSE
cg00253200	MB21D2	protein_coding	cg00253200	0.0153611962471069	C3orf59	3	192636074	C3orf59	FALSE	FALSE	TRUE
cg00256074	MYLPF	protein_coding	cg00256074	0.931913542759568	MYLPF	16	30386150	MYLPF	TRUE	TRUE	FALSE
cg00256166	KLHL25	protein_coding	cg00256166	0.0155614710748509	KLHL25	15	86338428	KLHL25	TRUE	TRUE	FALSE
cg00256281	PMM1	protein_coding	cg00256281	0.018234445961865402	PMM1	22	41985642	PMM1	TRUE	TRUE	FALSE
cg00259755	PWWP2B	protein_coding	cg00259755	0.0751784450439756	PWWP2B	10	134209763	PWWP2B	TRUE	TRUE	FALSE
cg00260778	C10orf111;RPP38	antisense;protein_coding	cg00260778	0.332229881683468	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00261552	CREBL2	protein_coding	cg00261552	0.0227178737243547	CREBL2	12	12764894	CREBL2	TRUE	TRUE	FALSE
cg00261781	MATN3	protein_coding	cg00261781	0.0192815388551397	MATN3	2	20212517	MATN3	TRUE	TRUE	FALSE
cg00262415	ACAP3;PUSL1	protein_coding	cg00262415	0.0161700587179519	PUSL1;ACAP3	1	1242732	ACAP3;PUSL1	TRUE	TRUE	FALSE
cg00263723	NA	.	cg00263723	0.0125124388236302	NA	NA	0	NA	TRUE	TRUE	FALSE
cg00263760	VAX1	protein_coding	cg00263760	0.249301107478423	VAX1	10	118897366	VAX1	TRUE	TRUE	FALSE
cg00265415	B3GALNT2	protein_coding	cg00265415	0.00866973708678353	B3GALNT2	1	235667507	B3GALNT2	TRUE	TRUE	FALSE
cg00265490	MTDH	protein_coding	cg00265490	0.0317681395354281	MTDH	8	98655845	MTDH	TRUE	TRUE	FALSE
cg00268009	ADH5;RP11-696N14.1	protein_coding;antisense	cg00268009	0.0109140474899092	ADH5	4	100010211	ADH5	TRUE	FALSE	TRUE
cg00268338	HECTD2	protein_coding	cg00268338	0.0101556814428389	HECTD2;LOC100188947	10	93169495	HECTD2;LOC100188947	FALSE	TRUE	TRUE
cg00269115	Y_RNA;ZNF436;ZNF436-AS1	misc_RNA;protein_coding;antisense	cg00269115	0.0161846502467784	C1orf213;ZNF436	1	23695530	C1orf213;ZNF436	FALSE	FALSE	TRUE
cg00269932	LAIR1	protein_coding	cg00269932	0.966904639096425	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00273068	EMILIN3	protein_coding	cg00273068	0.538413606944577	EMILIN3	20	39995747	EMILIN3	TRUE	TRUE	FALSE
cg00273124	NHP2	protein_coding	cg00273124	0.462213040952731	NHP2	5	177581512	NHP2	TRUE	TRUE	FALSE
cg00274399	FGF9	protein_coding	cg00274399	0.0229730473480729	FGF9	13	22245420	FGF9	TRUE	TRUE	FALSE
cg00275232	ZNF296	protein_coding	cg00275232	0.0210425625582983	ZNF296	19	45579541	ZNF296	TRUE	TRUE	FALSE
cg00276797	SLK	protein_coding	cg00276797	0.0189860547713038	SLK	10	105726614	SLK	TRUE	TRUE	FALSE
cg00278366	RAD9B;RP3-424M6.4;VPS29	protein_coding;TEC	cg00278366	0.517714186574037	RAD9B;VPS29	12	110940287	RAD9B;VPS29	TRUE	FALSE	TRUE
cg00279797	AMMECR1	protein_coding	cg00279797	0.0239181224317741	AMMECR1	X	109561918	AMMECR1	TRUE	TRUE	FALSE
cg00280814	ZDHHC8P1	transcribed_unprocessed_pseudogene	cg00280814	0.834463723066685	ZDHHC8P	22	23745389	ZDHHC8P	TRUE	FALSE	TRUE
cg00280894	NXF2B;TCP11X2	protein_coding	cg00280894	0.318948503337846	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00282347	CHD5	protein_coding	cg00282347	0.0377435903635238	CHD5	1	6241040	CHD5	TRUE	TRUE	FALSE
cg00282683	UBE3C	protein_coding	cg00282683	0.0114671995326679	UBE3C	7	156931995	UBE3C	TRUE	TRUE	FALSE
cg00283535	ANXA13	protein_coding	cg00283535	0.172104557979853	ANXA13	8	124749564	ANXA13	TRUE	TRUE	FALSE
cg00288562	TRA2A	protein_coding	cg00288562	0.012457412899072	TRA2A	7	23571645	TRA2A	TRUE	TRUE	FALSE
cg00290028	RFXAP	protein_coding	cg00290028	0.00897285929930968	RFXAP	13	37393125	RFXAP	TRUE	TRUE	FALSE
cg00290506	CNIH3;RP11-100E13.1	protein_coding;antisense	cg00290506	0.580541510432716	CNIH3	1	224804226	CNIH3	TRUE	FALSE	TRUE
cg00291877	RP11-299G20.2;SNRPA1	antisense;protein_coding	cg00291877	0.0289069681511419	SNRPA1	15	101835933	SNRPA1	TRUE	FALSE	TRUE
cg00292662	LGALS1	protein_coding	cg00292662	0.0134298835012055	LGALS1	22	38071168	LGALS1	TRUE	TRUE	FALSE
cg00292971	FAM131B;RP11-563K23.1	protein_coding;lincRNA	cg00292971	0.917554154132868	FAM131B	7	143060536	FAM131B	TRUE	FALSE	TRUE
cg00293409	NRROS;PIGX	protein_coding	cg00293409	0.104519788222891	LRRC33	3	196366669	LRRC33	FALSE	FALSE	TRUE
cg00294382	IL23A	protein_coding	cg00294382	0.427831336278269	IL23A	12	56732721	IL23A	TRUE	TRUE	FALSE
cg00295206	RAB7A	protein_coding	cg00295206	0.0170424688300968	RAB7A	3	128444813	RAB7A	TRUE	TRUE	FALSE
cg00295325	ABCB11	protein_coding	cg00295325	0.808212190998641	ABCB11	2	169887932	ABCB11	TRUE	TRUE	FALSE
cg00296685	GTF2H4;VARS2	protein_coding	cg00296685	0.0143305262949665	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00297584	LINC00173	processed_transcript	cg00297584	0.0316986865181392	NCRNA00173	12	116971031	NCRNA00173	FALSE	FALSE	TRUE
cg00297600	UNC5D	protein_coding	cg00297600	NA	UNC5D	8	35401670	UNC5D	TRUE	TRUE	FALSE
cg00298357	IL17B	protein_coding	cg00298357	0.651012929277514	IL17B	5	148758791	IL17B	TRUE	TRUE	FALSE
cg00298951	CMKLR1	protein_coding	cg00298951	NA	CMKLR1	12	108733791	CMKLR1	TRUE	TRUE	FALSE
cg00301864	RAB35;RP1-267D11.6	protein_coding;antisense	cg00301864	NA	RAB35	12	120554472	RAB35	TRUE	FALSE	TRUE
cg00302793	FLJ20021;PPP3CA	lincRNA;protein_coding	cg00302793	0.00902293109063913	PPP3CA	4	102268125	PPP3CA	TRUE	FALSE	TRUE
cg00303548	HS6ST3	protein_coding	cg00303548	0.0223560848551568	HS6ST3	13	96742413	HS6ST3	TRUE	TRUE	FALSE
cg00304278	NA	.	cg00304278	0.0266928752301525	NA	NA	0	NA	TRUE	TRUE	FALSE
cg00307685	BRDT	protein_coding	cg00307685	0.922037629538983	BRDT	1	92415524	BRDT	TRUE	TRUE	FALSE
cg00308133	GAMT	protein_coding	cg00308133	0.0841541042535904	GAMT	19	1401118	GAMT	TRUE	TRUE	FALSE
cg00308665	HTR2A	protein_coding	cg00308665	0.116713125337467	HTR2A	13	47469654	HTR2A	TRUE	TRUE	FALSE
cg00309056	STARD3NL	protein_coding	cg00309056	0.0149027463310593	STARD3NL	7	38218112	STARD3NL	TRUE	TRUE	FALSE
cg00309204	C17orf61-PLSCR3;NLGN2;TMEM256	protein_coding	cg00309204	0.0212458681761756	C17orf61	17	7307432	C17orf61	TRUE	FALSE	TRUE
cg00311768	TSTA3	protein_coding	cg00311768	0.239292615624579	TSTA3	8	144698857	TSTA3	TRUE	TRUE	FALSE
cg00312919	STARD3NL	protein_coding	cg00312919	0.00839476890025396	STARD3NL	7	38217710	STARD3NL	TRUE	TRUE	FALSE
cg00314943	ALPPL2	protein_coding	cg00314943	0.884692552158882	ALPPL2	2	233270750	ALPPL2	TRUE	TRUE	FALSE
cg00315936	AC073934.6;SND1	antisense;protein_coding	cg00315936	0.028826455202944	SND1	7	127292739	SND1	TRUE	FALSE	TRUE
cg00317680	MTERF3;PTDSS1	protein_coding	cg00317680	0.0762401598830312	MTERFD1;PTDSS1	8	97274070	MTERFD1;PTDSS1	FALSE	FALSE	TRUE
cg00318573	CHRNA4;RP11-261N11.8	protein_coding;antisense	cg00318573	0.535192570656259	CHRNA4	20	61993118	CHRNA4	TRUE	FALSE	TRUE
cg00318865	ACVR1B	protein_coding	cg00318865	0.0109163927803	ACVR1B	12	52345896	ACVR1B	TRUE	TRUE	FALSE
cg00319692	ATP6V0D2	protein_coding	cg00319692	NA	ATP6V0D2	8	87111119	ATP6V0D2	TRUE	TRUE	FALSE
cg00319761	PKMYT1	protein_coding	cg00319761	0.00758098074098231	PKMYT1	16	3030447	PKMYT1	TRUE	TRUE	FALSE
cg00320243	AC068499.10;RAB3A	antisense;protein_coding	cg00320243	0.0112632442726591	RAB3A	19	18314691	RAB3A	TRUE	FALSE	TRUE
cg00321065	RLF	protein_coding	cg00321065	0.021288284453378	RLF	1	40627063	RLF	TRUE	TRUE	FALSE
cg00321478	CRB1	protein_coding	cg00321478	0.657080103982384	CRB1	1	197238398	CRB1	TRUE	TRUE	FALSE
cg00323915	GIMAP4	protein_coding	cg00323915	0.559494586161874	GIMAP4	7	150264987	GIMAP4	TRUE	TRUE	FALSE
cg00324733	NUCB2	protein_coding	cg00324733	0.0133071134802553	NUCB2	11	17298347	NUCB2	TRUE	TRUE	FALSE
cg00325491	NA	.	cg00325491	NA	NA	11	93286170	NA	TRUE	TRUE	FALSE
cg00327185	DLAT	protein_coding	cg00327185	0.0509603016489992	DLAT	11	111896498	DLAT	TRUE	TRUE	FALSE
cg00327483	CASQ1	protein_coding	cg00327483	0.970493385275824	CASQ1	1	160160587	CASQ1	TRUE	TRUE	FALSE
cg00328227	HENMT1	protein_coding	cg00328227	0.299975426741553	C1orf59	1	109204325	C1orf59	FALSE	FALSE	TRUE
cg00331237	CSRP2;RP11-461F16.3	protein_coding;antisense	cg00331237	0.0321081874625998	CSRP2	12	77273319	CSRP2	TRUE	FALSE	TRUE
cg00331433	SYAP1	protein_coding	cg00331433	0.0169151908770906	SYAP1	X	16737800	SYAP1	TRUE	TRUE	FALSE
cg00332153	BANK1	protein_coding	cg00332153	0.374862584670415	BANK1	4	102712010	BANK1	TRUE	TRUE	FALSE
cg00332745	NOL3	protein_coding	cg00332745	0.0141371392775798	NOL3	16	67208247	NOL3	TRUE	TRUE	FALSE
cg00333226	VWC2	protein_coding	cg00333226	0.588256420509552	VWC2	7	49813763	VWC2	TRUE	TRUE	FALSE
cg00333528	GABRR1	protein_coding	cg00333528	0.368609464549475	GABRR1	6	89927485	GABRR1	TRUE	TRUE	FALSE
cg00334507	AC009133.12;PAGR1;PRRT2	antisense;protein_coding	cg00334507	0.77157843400066	PRRT2	16	29824599	PRRT2	TRUE	FALSE	TRUE
cg00335286	MC2R	protein_coding	cg00335286	0.807824484555206	MC2R	18	13916355	MC2R	TRUE	TRUE	FALSE
cg00336605	NR1H2	protein_coding	cg00336605	0.0239772906560596	NR1H2	19	50879437	NR1H2	TRUE	TRUE	FALSE
cg00338702	CHFR;RP11-46H11.12	protein_coding;antisense	cg00338702	0.632513446983406	CHFR	12	133463694	CHFR	TRUE	FALSE	TRUE
cg00338893	MRPS33	protein_coding	cg00338893	0.0175293265429384	MRPS33	7	140714614	MRPS33	TRUE	TRUE	FALSE
cg00340102	ERGIC3	protein_coding	cg00340102	NA	ERGIC3	20	34129456	ERGIC3	TRUE	TRUE	FALSE
cg00342530	GARNL3	protein_coding	cg00342530	0.718210390297357	GARNL3	9	130027020	GARNL3	TRUE	TRUE	FALSE
cg00343092	TSPO	protein_coding	cg00343092	0.0166057821823789	TSPO	22	43547974	TSPO	TRUE	TRUE	FALSE
cg00344358	GDF11	protein_coding	cg00344358	0.943309097355147	GDF11	12	56135693	GDF11	TRUE	TRUE	FALSE
cg00344372	HGFAC	protein_coding	cg00344372	0.589497098834851	HGFAC	4	3443625	HGFAC	TRUE	TRUE	FALSE
cg00344709	POTED	protein_coding	cg00344709	0.922935866021057	POTED	21	14982225	POTED	TRUE	TRUE	FALSE
cg00346145	RPL34;RPL34-AS1	protein_coding;lincRNA	cg00346145	0.0340691089462988	RPL34;LOC285456	4	109541559	LOC285456;RPL34	FALSE	FALSE	TRUE
cg00347729	MMP10;WTAPP1	protein_coding;transcribed_processed_pseudogene	cg00347729	0.189376785028025	MMP10	11	102651753	MMP10	TRUE	FALSE	TRUE
cg00347904	SCUBE3	protein_coding	cg00347904	0.641880247910978	SCUBE3	6	35182508	SCUBE3	TRUE	TRUE	FALSE
cg00350296	CD248;RP11-867G23.13	protein_coding;antisense	cg00350296	0.54795689903086	CD248	11	66084841	CD248	TRUE	FALSE	TRUE
cg00350478	FRMD1	protein_coding	cg00350478	0.326390787553816	FRMD1	6	168480013	FRMD1	TRUE	TRUE	FALSE
cg00350702	ERGIC3	protein_coding	cg00350702	0.0121620914696726	ERGIC3	20	34129927	ERGIC3	TRUE	TRUE	FALSE
cg00351011	CERS4;ELAVL1	protein_coding	cg00351011	0.0698188133231796	LASS4	19	8274460	LASS4	FALSE	FALSE	TRUE
cg00353953	ZNF384	protein_coding	cg00353953	NA	ZNF384	12	6799541	ZNF384	TRUE	TRUE	FALSE
cg00354258	ZIM2;ZIM2-AS1	protein_coding;antisense	cg00354258	0.874060643748706	ZIM2	19	57306738	ZIM2	TRUE	FALSE	TRUE
cg00354572	ACSS3	protein_coding	cg00354572	0.572490170630703	ACSS3	12	81471419	ACSS3	TRUE	TRUE	FALSE
cg00355802	DUSP4	protein_coding	cg00355802	0.0278930371801924	DUSP4	8	29208983	DUSP4	TRUE	TRUE	FALSE
cg00359325	USP4	protein_coding	cg00359325	0.0236941565842519	USP4	3	49377419	USP4	TRUE	TRUE	FALSE
cg00359973	RIBC1;SMC1A	protein_coding	cg00359973	0.0237648912816645	RIBC1;SMC1A	X	53449900	RIBC1;SMC1A	TRUE	TRUE	FALSE
cg00363813	IFFO1	protein_coding	cg00363813	0.67440796555957	IFFO1	12	6664872	IFFO1	TRUE	TRUE	FALSE
cg00364344	RP11-732A19.9;TPP1	antisense;protein_coding	cg00364344	0.0120559116537135	NA	NA	0	NA	TRUE	FALSE	TRUE
cg00364814	R3HDM2;RP11-123K3.4	protein_coding	cg00364814	0.910334771342097	R3HDM2	12	57691455	R3HDM2	TRUE	FALSE	TRUE
cg00365193	NA	.	cg00365193	0.218155076291066	NA	NA	0	NA	TRUE	TRUE	FALSE
cg00367281	CHRNB3	protein_coding	cg00367281	0.356080597776452	CHRNB3	8	42552470	CHRNB3	TRUE	TRUE	FALSE
cg00367438	TMUB1	protein_coding	cg00367438	0.0233552007302584	TMUB1	7	150780797	TMUB1	TRUE	TRUE	FALSE
cg00368022	C5orf22;DROSHA	protein_coding	cg00368022	0.014925507707655	C5orf22;RNASEN	5	31532653	C5orf22;RNASEN	FALSE	FALSE	TRUE
cg00368415	SNX27	protein_coding	cg00368415	0.0110144287147863	SNX27	1	151584398	SNX27	TRUE	TRUE	FALSE
cg00371195	F2	protein_coding	cg00371195	0.962863558993226	F2	11	46740481	F2	TRUE	TRUE	FALSE
cg00374717	ARSG	protein_coding	cg00374717	0.929325219402248	ARSG	17	66303145	ARSG	TRUE	TRUE	FALSE
cg00375964	ABCE1;ANAPC10	protein_coding	cg00375964	0.018310240566522	ABCE1;ANAPC10	4	146019130	ABCE1;ANAPC10	TRUE	TRUE	FALSE
cg00376639	CCDC106;ZNF581	protein_coding	cg00376639	0.0678001552954957	ZNF581	19	56155151	ZNF581	TRUE	FALSE	TRUE
cg00380464	LTV1;RP3-468K18.5	protein_coding	cg00380464	0.0144576050956684	LTV1	6	144164650	LTV1	TRUE	FALSE	TRUE
cg00381076	C18orf54;STARD6	protein_coding	cg00381076	0.0401784200813988	C18orf54	18	51884797	C18orf54	TRUE	FALSE	TRUE
cg00382515	MRPL44	protein_coding	cg00382515	0.0119737359314921	MRPL44	2	224822229	MRPL44	TRUE	TRUE	FALSE
cg00382991	NA	.	cg00382991	0.0393951847509391	NA	NA	0	NA	TRUE	TRUE	FALSE
cg00384537	KRT35	protein_coding	cg00384537	NA	KRT35	17	39637963	KRT35	TRUE	TRUE	FALSE
cg00386408	TGFBI	protein_coding	cg00386408	0.17421521334145	TGFBI	5	135364970	TGFBI	TRUE	TRUE	FALSE
cg00387170	FOXP4;FOXP4-AS1	protein_coding;antisense	cg00387170	0.0193849349517249	FOXP4	6	41514002	FOXP4	TRUE	FALSE	TRUE
cg00392257	ISG20L2;RRNAD1	protein_coding	cg00392257	0.362552838051698	ISG20L2	1	156696747	ISG20L2	TRUE	FALSE	TRUE
cg00393585	FAM218A;TRIM61	protein_coding	cg00393585	0.603877266381188	C4orf39;TRIM61	4	165878091	C4orf39;TRIM61	FALSE	FALSE	TRUE
