Hybridization REF	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05
cg00503840	0.701014265939527	DLX5	7	96650509
cg00504595	0.100634132346965	TNFRSF19	13	24144985
cg00509616	0.0753058111414233	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0161387921278791	C6orf211;RMND1	6	151772946
cg00510956	0.905744198458248	KHDRBS1	1	32478440
cg00511475	0.474568129074191	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.47896603872513	SLC18A2	10	119000991
cg00512374	0.017617844468099	IGFBP4	17	38599682
cg00513220	0.0200000848344326	MOSC2	1	220922123
cg00513467	0.0209563932362889	KLHL9	9	21335551
cg00514407	0.394597577221929	SERPINE2	2	224904626
cg00514895	0.113627531151113	CPZ	4	8594413
cg00515905	0.48528570232667	EPS8L3	1	110306507
cg00516481	0.467282631083772	PDE9A	21	44073202
cg00518911	0.66502554581127	NA	NA	0
cg00518989	0.0174056684328519	LIMK2	22	31608519
cg00519208	0.821969463336313	EVI5	1	93258319
cg00519627	0.0100623519805283	CORO7	16	4466650
cg00520135	0.854095990610059	TPM1	15	63333846
cg00520708	0.0628788578542679	C5orf24	5	134181266
cg00521434	0.945842234011288	GPR61	1	110081965
cg00521598	0.0338443512284806	MYCBP	1	39339413
cg00522034	0.00900663490700496	CBLB	3	105587721
cg00522316	0.0229268514124394	KHSRP	19	6425042
cg00524288	0.0174912955996341	UPP1	7	48128452
cg00528052	0.0113492599325856	KDM5B	1	202777295
cg00528967	0.00816892316832124	STK24	13	99228955
cg00532335	0.62185707976789	LGI1	10	95516861
cg00532890	0.0173492402702326	PBX1	1	164528682
cg00534274	0.132885096641303	SLC7A11	4	139163341
cg00534856	0.850526909550264	NA	NA	0
cg00536175	0.942499884753014	GATA1	X	48645024
cg00537910	0.888009039603944	ATG9A;ABCB6	2	220084611
cg00539322	0.807425678261436	SAG	2	234216360
cg00539716	0.0396120913018679	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.123381294911195	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0288425903318907	NA	NA	0
cg00544557	0.843439591483616	DSCR10	21	39578742
cg00545573	0.0427244865473809	TAOK3	12	118810436
cg00546491	0.617966013261691	PDE1C	7	32111062
cg00546897	0.336181397552655	LOC284837	21	45232232
cg00547018	0.149349100726975	ALG1	16	5121709
cg00547789	0.0301641567689632	RAB39B	X	154493750
cg00547829	0.0192904193655214	TUBD1;RPS6KB1	17	57970161
cg00548060	0.925843319466271	NPL	1	182761905
cg00548268	0.828179946563248	NPTX2	7	98245830
cg00550617	0.267887207088702	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.69396069844799	NR1H3	11	47281370
cg00554682	0.295244221564809	ZNF804A	2	185463132
cg00554702	0.082590877818525	CHEK1	11	125496645
cg00556408	0.818574272575159	TMPRSS6	22	37500588
cg00557354	0.639419245528948	ARHGEF7	13	111767899
cg00559473	0.0203390945882556	AAAS	12	53715592
cg00560119	0.0176298722771852	STXBP1	9	130374109
cg00563229	0.0150470385612699	XKR8	1	28286146
cg00563845	0.110120905010789	PXK	3	58318305
cg00563926	0.108632080676608	TGFBR3	1	92352481
cg00563932	0.776198910044026	PTGDS	9	139871049
cg00564163	0.075677253389469	STEAP4	7	87935979
cg00565075	0.379935487511912	MIR659;EIF3L	22	38244893
cg00565688	0.333061776126456	TP73	1	3568212
cg00566759	0.0189398355179054	DSC2	18	28682345
cg00567479	0.0260564627343623	FARP2	2	242295999
cg00567749	0.53413867841041	VCAN	5	82767908
cg00568128	0.0678093622928437	MIR2110;C10orf118	10	115934100
cg00568792	0.0263985137671853	STT3A	11	125462554
cg00569620	0.020727247804601	ABHD10	3	111697653
cg00571634	0.178528294062069	WDR5B	3	122134820
cg00572797	0.990342372856689	NA	NA	0
cg00573606	0.627889111919943	COL6A3	2	238322680
cg00575744	0.0403617298804622	HLA-DMB	6	32908642
cg00576250	0.378709370666528		20	45087765
cg00577167	0.100854466714504	ALDOB	9	104197675
cg00577464	0.0235441680267908	SHH	7	155604780
cg00578575	0.0575325114585438	NA	NA	0
cg00579393	0.900119917670316	REG1B	2	79316004
cg00579402	0.371075094112107	FUT6	19	5838999
cg00581156	0.0121318995286491	DIMT1L	5	61699416
cg00582372	0.671490332275503	NA	NA	0
cg00582628	0.271352161416865	RGS20	8	54764515
cg00584022	0.0157181330140157	KRAS	12	25403167
cg00585790	0.40573263755215	LIMS1	2	109204845
cg00585846	0.0219186195268139	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0906433203655053	CDKAL1	6	20534671
cg00587613	0.825081515946945	GPR152	11	67220223
cg00592315	0.895130384696323	C14orf86;FAM181A	14	94384611
cg00594118	0.131504381121057	COBRA1	9	140150000
cg00594952	0.898456370751443	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.766893307860031	MYO1C	17	1395880
cg00598858	0.0128336833587464	PRKCSH;CCDC151	19	11545966
cg00600110	0.983788428757757	FAM9A	X	8769528
cg00600684	0.943436886977182	WDR11	10	122610158
cg00601486	0.950568261968645	H1FNT	12	48723148
cg00602891	0.020834473339161	C17orf62	17	80408864
cg00603172	0.53399915293482	NA	NA	0
cg00605270	0.0185074233240985	SMPDL3B	1	28261552
cg00609097	0.0132165942773484	TESK2	1	45956974
cg00611397	0.929501442692894	GTPBP5	20	60768026
cg00612467	0.0269383641196702	HADH	4	108911077
cg00613255	0.513214932502024	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0436531885964801	RBM9	22	36236649
cg00615915	0.0868492509691264	SERPINB8	18	61637299
cg00616129	0.0240011110198385	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00803397760797279	NCL	2	232329096
cg00617305	0.161118136973983	SHISA4	1	201857940
cg00618396	0.14009411217867	VBP1	X	154444551
cg00619207	0.643501438406336	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0202318530211066	CENPF	1	214776904
cg00620629	0.0178188526011069	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.12008544543739	ODF3L1	15	76016335
cg00622677	0.0220967271720242	TSPAN5	4	99579248
cg00623593	0.819686932444034	DOCK1	10	128767610
cg00625425	0.506495304619062	KANK4	1	62785512
cg00625653	0.380102731703712	WNT7A	3	13921227
cg00626119	0.710872773470678	SH2D2A;NTRK1	1	156785288
cg00626466	0.278710969061418	GNS	12	65153982
cg00627233	0.82403663781318	NA	NA	0
cg00627286	0.0683591262610687	NA	NA	0
cg00629217	0.916766534006395	LNX1	4	54425349
cg00629585	0.33903686567908	GFI1B	9	135853992
cg00630164	0.286176582128603	KCNQ4	1	41250062
cg00630249	0.0109926280103921	CYB561D1	1	110036889
cg00630583	0.0195965022766282	PXMP2;POLE	12	133264314
cg00631230	0.0180600306536148	VPS33A	12	122750916
cg00633969	0.927853924788786	PARP9;DTX3L	3	122284550
cg00634577	0.278151409490011	NA	NA	0
cg00635481	0.011082586296957	ZNF76	6	35226917
cg00636639	0.0133651410652962	RBM18;MRRF	9	125027249
cg00638514	0.309679605507731	OTOP3	17	72932048
cg00642303	0.0113818768377993	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.967027549685295		7	100544704
cg00645224	0.012319300220545	NA	NA	0
cg00645579	0.774882806794791	IRF7;MUPCDH	11	617140
cg00645922	0.0111151319158776	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0216787080504124	ARSD	X	2847561
cg00646492	0.115326745305593	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0284371550735883	SLC17A5	6	74364149
cg00648883	0.426613792087564	EEF1DP3	13	32524761
cg00650762	0.00758699847969998	EPHB2	1	23037368
cg00650876	0.01110857337148	YBX1	1	43148058
cg00651216	0.140224165141151	HSP90AB1	6	44213720
cg00653387	0.497036983490416	PTN	7	137028535
cg00654814	0.505906868877449	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.428905635366144	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0285295928288708	PPARD	6	35310123
cg00657582	0.0294004267541373	CHD8	14	21904906
cg00658007	0.560121026278333	RD3	1	211666129
cg00658626	0.192752198549996	CCDC63	12	111284979
cg00659129	0.917757837169098	ASAP1	8	131414614
cg00659953	0.0726650093739018	FAM173A	16	770731
cg00660989	0.303324446776501	KLHL28;FAM179B	14	45432516
cg00661202	0.014813144457486	TMEM43;CHCHD4	3	14166502
cg00661485	0.763693211032047	FOXI1	5	169533372
cg00662556	0.565687284335329	GALR1	18	74963364
cg00662775	0.158960309698219	NA	NA	0
cg00665395	0.0125672941509969	TTLL4	2	219575490
cg00666446	0.0326576664867253	ZNF670	1	247242273
cg00666746	0.424304650062039	SYDE1	19	15217781
cg00668685	0.451055073260959	SLC39A5	12	56624552
cg00669623	0.0318053612222308	CDK11B;CDK11A	1	1655867
cg00669856	0.0583402585879775	SPRY1	4	124317779
cg00671161	0.0073572965418293	ALG11;ATP7B	13	52586367
cg00672638	0.0635986154810301	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.215136049335642	DOPEY2	21	37536923
cg00674922	0.0737312386646003	NA	NA	0
cg00676660	0.0254637561579011	ADAMTS9	3	64672609
cg00677811	0.0179994410617955	CCM2	7	45040321
cg00678539	0.276712866131849	MNS1	15	56757625
cg00679556	0.212321850309871	TRIM31	6	30080782
cg00679738	0.0157212024934802	FAM89A	1	231175246
cg00682653	0.0140171417235518	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.247935914139029	PPFIA2	12	82153256
cg00686022	0.903697462809963	C12orf40	12	40020078
cg00686623	0.0138054495496933	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.606995893470535	NDRG4	16	58497236
cg00688421	0.0315943000509018	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.218626487988533	RTKN	2	74668672
cg00690049	0.135982934799491	MAGED2	X	54834244
cg00690280	0.731970565422165	WFDC10B;WFDC13	20	44332733
cg00690893	0.0488813031481744	NA	NA	0
cg00691625	0.871529258558685	NR5A1	9	127269807
cg00691822	0.518633394372173	NA	NA	0
cg00692549	0.0396234109688409	TARDBP	1	11072455
cg00693307	0.916501550313492	NA	NA	0
cg00695416	0.0331200873845303	CBR1	21	37442476
cg00696900	0.0136770578846853	NA	NA	0
cg00698688	0.388852387398094	SULT2B1	19	49055432
cg00702231	0.697177016730041	PLAGL1;HYMAI	6	144329473
cg00702729	0.954236379376933	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0229832192990183	KCTD15	19	34288103
cg00704909	0.0120057746722779	COPB1	11	14521319
cg00705255	0.363823004918678	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0970602998020377	NMNAT2	1	183387564
cg00708598	0.590543339431776	LECT1	13	53313895
cg00708642	0.0147062925703091	EIF5	14	103800518
cg00711916	0.0327116272071786	CNNM4	2	97426274
cg00712898	0.0115474194062332	PRPF38B	1	109235208
cg00714377	0.595818429711266	SLA2	20	35274715
cg00717862	0.023158266931658	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0130101638680401	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.144493087159907		2	89215272
cg00718748	0.0123457625605109	ZNF624	17	16556871
cg00720072	0.0139706082640381	MARCH5;CPEB3	10	94051159
cg00720137	0.0127598696785425	DYNLRB2	16	80575018
cg00720723	0.01714345446467	NOP58	2	203130645
cg00722300	0.777022338959238	RLN3	19	14138639
cg00724662	0.0332073897245592	NXF1	11	62573193
cg00725143	0.0135577408180268	NA	NA	0
cg00725635	0.0447861457573618	B3GALT2;CDC73	1	193155806
cg00725777	0.693298439545533	NGFRAP1	X	102630411
cg00727590	0.514347491267787	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0384910941825966	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0208387706068886	C6orf27	6	31744927
cg00729275	0.292642556843791	AQP4;C18orf16	18	24445134
cg00729541	0.0147737914164763	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.232431180866471	PALMD	1	100111713
cg00730260	0.940668508748566	C12orf67	12	24736888
cg00731459	0.0132166594221999	HDAC4	2	240323091
cg00733682	0.00890502367655621	ZNF44	19	12405568
cg00734993	0.0162319687578888	MTCH1	6	36953694
cg00736326	0.0158851959160955	ARPC1A	7	98923878
cg00737514	0.0157649338797608	TBC1D1	4	37893313
cg00739120	0.498092502201911	GAPDHS;TMEM147	19	36035875
cg00741717	0.910797790465108	TLR8;LOC349408	X	12924184
cg00743372	0.0153630166107184	ZNF192	6	28109648
cg00744433	0.368611899428584	CXADR	21	18884067
cg00745543	0.915776003786549	H1FNT	12	48722754
cg00745735	0.802519375036159	MYPN	10	69868860
cg00746083	0.012022578893616	CHD8	14	21905454
cg00746130	0.044516041240147	BAT5	6	31671271
cg00746981	0.264546008954487	HDGF	1	156721141
cg00747849	0.248444886147988	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00940944770704892	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.789926521145364	FAM83E;SPACA4	19	49109288
cg00755043	0.416816606291883	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.350532754870798	DZIP1	13	96296844
cg00756887	0.53090426278943	PVRL4	1	161059654
cg00757070	0.261776268359206	UPK2	11	118827082
cg00757952	0.428149494015704	CRYBB1	22	27014415
cg00761755	0.00817630021749601	SLC43A2	17	1531579
cg00762512	0.0176239954200261	RPL9;LIAS	4	39460606
cg00763679	0.0235242445683519	SEPT2;HDLBP	2	242254198
cg00763889	0.851734887197236	HRASLS2	11	63330544
cg00766729	0.0101673528410062	ZNF784	19	56136136
cg00766889	0.0343791692894087	SEPHS1	10	13390384
cg00767581	0.795215331863481	HOXD4;MIR10B	2	177015125
cg00768439	0.605144698472403	FAM133A;NAP1L3	X	92928711
cg00769470	0.90158780761556	DEFB129	20	207338
cg00769520	0.167401864196661	ST8SIA1	12	22488465
cg00770279	0.0116904527731939	CDKN2D	19	10679308
cg00770871	0.011031285674059	TULP3	12	2999840
cg00772000	0.187731851994186	NHLRC1	6	18123049
cg00775197	0.397119650908381	TCTE1	6	44265054
cg00777121	0.204281573096214	RASSF1	3	50378191
cg00777555	0.0108240585826476	ARF4	3	57583074
cg00778920	0.0212182198229102	PRPF19	11	60674370
cg00779924	0.529157108040377	FLJ45983	10	8094641
cg00782174	0.0287496587399874	SLC1A5	19	47291626
cg00782854	0.0154083450519447	BCL2L1	20	30310858
cg00783759	0.0130175553117992	LARP1B	4	128983441
cg00784357	0.00742099337043172	RAC1	7	6413877
cg00791249	0.0432302781229588	FDX1L	19	10426722
cg00792687	0.0164388971293098	C8orf41	8	33370099
cg00792740	0.0277554764508757	UBE3A	15	25684488
cg00792849	0.529217599968009	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0102632317266316	TRIM8	10	104403707
cg00795268	0.952444892275404	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0106795881175069	FUT4	11	94276898
cg00798206	0.0265274432320153	OXSR1	3	38207110
cg00799727	0.877499997068723	NA	NA	0
cg00800095	0.970223593190749	PNMA3	X	152224090
cg00804048	0.0334054291345283	EIF5A	17	7210539
cg00804392	0.606052867224589	RHOH	4	40198595
cg00806490	0.333342315571415	CDH13	16	82660873
cg00807586	0.0398819713417775	DLEC1	3	38080790
cg00808492	0.369234947920468	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0387361412950575	RPF1	1	84944867
cg00811081	0.0409533355186755	RPAP3	12	48099724
cg00812502	0.00871576393883731	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00601948907064676	UQCRFS1	19	29704028
cg00815583	0.022040976765038	FBXO16	8	28348123
cg00815605	0.0276264583749152	NA	NA	0
cg00816620	0.0996086290648324	C1orf25;C1orf26	1	185127501
cg00818693	0.0139950001395035	TTC14	3	180319964
cg00818872	0.0323504606926211	CHRNB2	1	154540271
cg00819310	0.697394898739937	VANGL1	1	116193783
cg00819362	0.9290593024123	CLIP3	19	36524208
cg00819696	0.0118986021320469	TIMELESS	12	56843016
cg00821764	0.0149159565336396	UMPS	3	124449680
cg00822607	0.0409227201311425	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0151583023543506	CHD4	12	6716566
cg00825031	0.00962928212608953	VPS37A;CNOT7	8	17104503
cg00826384	0.105416361585059	PTPRZ1	7	121513065
cg00827369	0.0141339369330565	EIF4H	7	73588253
cg00828602	0.0485903471634014	WNT5A	3	55520834
cg00830029	0.464566656229053	NRIP2	12	2943902
cg00830393	0.0217229171231712	LRIG1	3	66552063
cg00831028	0.0299516266146734	C20orf43	20	55043745
cg00832517	0.037385836242	C14orf126	14	31926792
cg00832994	0.0175103663395127	NA	NA	0
cg00833393	0.0140228916420409	TLN1;CREB3	9	35731638
cg00833777	0.750710722775632	ITGAM	16	31271642
cg00834796	0.0401081635141202	JAKMIP2	5	147161924
cg00834958	0.0254395544896995	TSC22D4	7	100077147
cg00836605	0.0707178571738955	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0216301410128179	MITF	3	69788442
cg00839584	0.568120752463835	IL1A	2	113542091
cg00839802	0.0240706858191715	MAN1A1	6	119671238
cg00840403	0.252496546570892	CHST4	16	71560205
cg00840516	0.556477862731568	HYAL2	3	50360097
cg00841581	0.0116954936779908	STAG1	3	136471162
cg00842351	0.883391240537979	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.201697807065291	DLG2	11	84634126
cg00848394	0.0226502288643649	WDR51A	3	52188768
cg00848397	0.0157423710457791	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.506414057751445	DAB1	1	58716018
cg00849368	0.0325176687485892	ARSK;TTC37	5	94890411
cg00850538	0.753228615265223	CRIM1	2	36582038
cg00852964	0.084385185266229	VNN1	6	133035150
cg00853068	0.522877049850355	FMNL1	17	43298592
cg00854637	0.0296316358730369	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0214632659682783	SKP1	5	133512930
cg00856375	0.0229726167779709	PSMD14	2	162164676
cg00858899	0.0303788151115613	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.806272804975214	CYB5R2	11	7694524
cg00861635	0.013370480179553	ZNF200	16	3285425
cg00862041	0.60368155512458	GPRASP2	X	101967017
cg00862290	0.832266618393721	KCNMB3	3	178984973
cg00862770	0.0193268800627828	FKBP5	6	35655764
cg00864867	0.0161259838140456	PAWR	12	80085268
cg00870662	0.0212781389739383	PARD6G	18	78005665
cg00871453	0.0199283271287448	WDR67	8	124084640
cg00873037	0.021544260997802	NEIL2	8	11626984
cg00873937	0.0218219618558704	ATOH7	10	69991564
cg00874863	0.843450218525191	LHFPL1	X	111924370
cg00875272	0.064019859064403	TAL1	1	47695321
cg00876704	0.0130216000010845	PKN1	19	14544684
cg00877887	0.0277781637160113	DUOXA2;DUOX2	15	45406654
cg00877964	0.0214819572244112	SLC1A4	2	65215638
cg00881086	0.0181161510563605	NCRNA00119;NPHP3	3	132441942
cg00881370	0.937456001693654	LOC55908;DOCK6	19	11348439
cg00882451	0.894756612543305	ZP2	16	21222863
cg00882832	0.0198549516231861	SPRY1	4	124317983
cg00884221	0.0447216580968606	IGFBP7	4	57976915
cg00884529	0.0860121478931078	BZW2;ANKMY2	7	16685823
cg00885506	0.0283802386836567	WDR31	9	116102792
cg00886554	0.0162211175677614	NMU	4	56502598
cg00887101	0.0467923025371892	INTS5	11	62420578
cg00887547	0.0187543382242264	TAOK3	12	118811020
cg00887700	0.0198555716983126	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0241898128640682	CCND2	12	4382184
cg00888479	0.151949607327826	SLC24A3	20	19193824
cg00888561	0.0139325922270582	WDFY2	13	52157910
cg00890257	0.0221806412040543	DEGS2	14	100625756
cg00891278	0.58471647971236	CCDC37	3	126113784
cg00891541	0.896343359129265	SMPD3	16	68481487
cg00892393	0.671439513957591	C16orf73	16	1911525
cg00892798	0.259839221908197	NGFR	17	47572909
cg00893242	0.0358749562351158	SND1	7	127291580
cg00893636	0.0220741323812949	EPM2AIP1;MLH1	3	37034840
cg00893987	0.00882356865540654	RPL7L1	6	42847415
cg00894577	0.212009306268837	NA	NA	0
cg00895324	0.745149653183101	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0187649649545737	LACE1	6	108616288
cg00899086	0.0215289979967829	SEPT11	4	77871294
cg00899641	0.0160190100632048	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.033886356280241	YBX2	17	7197375
cg00901652	0.0304605377181914	CTR9	11	10772434
cg00901683	0.0103866290343141	PTCD1;CPSF4	7	99036756
cg00901704	0.0190187220880011	SLC25A19	17	73285325
cg00901766	0.0264822530361099	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.128007325346019	CHL1	3	238161
cg00903375	0.0122641153828393	SBDS;TYW1	7	66460591
cg00904483	0.971837823476384	MGMT	10	131354873
cg00904574	0.0181855973033949	PLK3	1	45265678
cg00905170	0.0074339198628028	RRS1	8	67341306
cg00906183	0.0167283491649543	HGS;ARL16	17	79650926
cg00908551	0.0414043760671426	FANCF	11	22646931
cg00910067	0.0997031234342944	SLC7A10	19	33717545
cg00910168	0.788326180912224	DHX37	12	125474021
cg00911351	0.536418355662727	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.894299632921711	PRPS1L1	7	18067463
cg00912191	0.0629752669237996	UBTD2	5	171709917
cg00912942	0.950622191306732	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.00949873828517082	SHC1;CKS1B	1	154946946
cg00916199	0.016060227220216	TMCO6	5	140019287
cg00916635	0.762081748917416	PTPN22	1	114414312
cg00917893	0.0162453597821264	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0220998456848314	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0663096888825547	XIAP	X	122993419
cg00922727	0.0256949442511028	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.267626858887545	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.633474312578399	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0189922591342155	FBXO28	1	224301953
cg00930194	0.310758286983944	PROP1	5	177423598
cg00930873	0.158190940840943	ALDH1A2	15	58357973
cg00931491	0.208001398914002	SULT1A2	16	28608288
cg00932276	0.609896084720778	EGFL6	X	13587976
